1000000 1000000 1
316112 78224 500551 78224
656803 78731 831532 78731
520938 79296 693743 79296
644591 79847 749185 79847
318164 80656 557888 80656
952175 81285 957096 81285
629772 81430 846630 81430
991497 81870 992994 81870
430757 82568 956709 82568
101059 82645 881704 82645
495359 82785 686190 82785
712445 82830 749701 82830
523448 83330 978682 83330
252556 83645 819461 83645
498178 84359 936443 84359
47350 84779 373861 84779
109604 85347 452378 85347
233189 86275 926539 86275
121783 86994 282362 86994
452506 87607 598214 87607
751140 88107 852324 88107
928876 88114 978814 88114
729146 88948 903499 88948
646486 89025 789328 89025
785598 89585 862999 89585
939012 90334 963221 90334
737262 90740 783103 90740
429738 91266 735525 91266
812591 91605 948764 91605
146344 92295 715507 92295
446540 92376 730109 92376
9211 92516 939307 92516
31305 93404 316964 93404
241594 93890 726973 93890
551250 94141 814497 94141
898666 94978 954206 94978
646117 95025 883415 95025
718924 95126 914994 95126
329839 96123 388768 96123
51810 96240 309818 96240
808357 96275 981190 96275
518582 96384 740035 96384
130414 96602 710028 96602
563100 96654 796307 96654
933547 96833 941799 96833
681380 97295 767076 97295
642567 97997 953826 97997
837932 98463 900553 98463
11853 98837 232239 98837
3322 98884 43645 98884
979860 99639 987023 99639
932507 99719 999633 99719
564663 100005 776473 100005
879546 100393 998596 100393
390791 100457 677371 100457
584714 101148 989150 101148
527025 101224 862905 101224
575275 101322 643674 101322
821493 102313 986801 102313
898853 103015 972415 103015
104861 103759 160362 103759
376399 103894 503136 103894
206156 104364 918811 104364
410589 105251 729250 105251
154482 105657 448402 105657
231004 105829 266893 105829
934062 106203 980078 106203
2356 106873 792533 106873
817966 107158 970417 107158
182493 108101 827503 108101
751674 108368 907295 108368
248361 108521 284940 108521
398151 109511 413291 109511
319945 109999 613674 109999
748904 110251 879500 110251
1943 110256 207787 110256
194479 110462 454191 110462
246156 110755 896722 110755
368050 111201 434959 111201
455344 111572 614214 111572
677170 112537 680367 112537
454726 113402 765107 113402
812534 114049 947623 114049
426300 114902 854627 114902
809320 115198 851899 115198
858739 115331 957763 115331
800640 115464 923085 115464
263996 116370 532461 116370
966507 116610 999620 116610
279443 117420 708971 117420
291595 117856 310453 117856
147405 118344 581147 118344
354598 119002 967557 119002
259289 119025 628378 119025
57390 119838 193406 119838
851097 120644 855055 120644
486513 121433 921953 121433
176750 122256 932628 122256
194020 123167 909112 123167
177209 123388 491556 123388
948488 123562 970289 123562
581590 124184 983922 124184
155821 124381 588464 124381
877066 124516 947928 124516
180410 125142 683727 125142
858948 126071 918944 126071
922340 126534 974135 126534
391261 126942 933654 126942
91096 126993 797739 126993
335717 127070 671091 127070
692068 127893 904973 127893
16099 128239 767986 128239
944761 128351 996594 128351
844266 129251 890791 129251
506541 129946 532944 129946
219900 130880 955478 130880
895240 130911 941384 130911
830228 130940 958062 130940
724885 131875 872453 131875
590059 132539 706076 132539
484652 133353 955249 133353
802365 133679 868697 133679
290049 134542 885891 134542
961062 134792 964124 134792
937225 134955 982684 134955
696988 135288 775981 135288
133855 136056 238357 136056
917574 136358 997373 136358
705078 137056 815902 137056
821423 137663 986511 137663
661873 137691 852294 137691
281137 138658 794355 138658
301442 139607 785840 139607
28977 139746 755585 139746
283423 140611 395622 140611
701542 140759 867762 140759
237684 141007 835825 141007
440563 141815 598681 141815
532311 141875 607724 141875
10496 142603 881023 142603
206785 142693 347103 142693
764265 142754 876381 142754
335239 143345 437171 143345
688160 143786 975853 143786
148178 143911 664858 143911
703934 144149 923064 144149
388404 144591 625768 144591
604932 144654 731653 144654
33611 144707 620925 144707
383615 144833 707683 144833
407080 145689 445942 145689
131208 145842 704749 145842
959099 146295 993903 146295
370849 146361 801579 146361
804196 147084 929382 147084
24094 147821 277520 147821
207019 148379 836846 148379
881565 148753 957237 148753
114548 149473 235707 149473
823333 149614 926151 149614
994722 150330 997267 150330
690943 151178 810134 151178
421107 151615 630644 151615
653335 152015 965242 152015
893089 152832 947242 152832
722674 152943 802843 152943
689538 153448 864635 153448
77551 154077 783940 154077
50995 154154 617722 154154
463099 154478 989423 154478
391709 154670 661859 154670
292615 154987 504744 154987
989413 155549 992408 155549
228903 156300 987627 156300
991515 156511 993928 156511
481896 157489 668089 157489
635264 157613 682969 157613
289340 157698 970983 157698
858173 158139 883185 158139
890617 159041 922036 159041
369183 159757 976303 159757
934936 160540 979633 160540
255899 161522 613849 161522
605088 161553 875165 161553
152930 162511 821063 162511
183113 162926 321448 162926
130859 163046 665925 163046
677761 163944 889481 163944
590466 164071 905824 164071
358236 164888 495772 164888
600929 165133 963331 165133
740665 165398 788812 165398
943541 165722 965694 165722
132527 166505 931614 166505
977086 167044 999417 167044
856373 167067 863974 167067
370159 167322 519301 167322
378467 167502 419727 167502
923219 167571 946476 167571
304953 168570 369372 168570
89098 168841 253786 168841
231446 168869 335659 168869
565344 169865 897587 169865
720804 169938 931890 169938
718774 170070 884330 170070
36227 170384 93417 170384
858483 170624 884314 170624
848689 171370 928254 171370
273894 172003 442434 172003
404149 172333 477613 172333
815791 173250 877870 173250
794306 173381 805648 173381
472613 174245 617861 174245
761028 174505 856525 174505
998884 174879 999661 174879
500431 175397 919797 175397
174673 175774 362323 175774
753546 175809 883050 175809
900033 175838 957566 175838
405503 176039 695450 176039
734576 176594 892464 176594
588373 177132 719507 177132
764924 178076 833135 178076
557123 178437 752496 178437
576693 178954 677150 178954
975672 179554 988416 179554
525494 180303 746212 180303
269302 180762 672910 180762
663470 180804 676125 180804
599682 180907 636246 180907
836853 181589 895109 181589
406466 182503 489505 182503
908615 182521 956012 182521
928761 182657 984734 182657
134460 183420 383996 183420
140309 183481 284081 183481
820953 184183 901443 184183
894488 184296 926099 184296
554958 185031 566163 185031
55862 185107 527393 185107
962833 185976 964320 185976
96103 186515 850077 186515
885960 186627 954012 186627
679630 187415 943396 187415
780879 187983 862695 187983
54761 188259 488215 188259
78071 188623 733015 188623
742941 188784 875743 188784
998100 189774 998352 189774
476116 189909 703569 189909
139635 190248 328116 190248
305403 191170 555293 191170
241592 191964 811660 191964
399592 192357 573064 192357
809485 192423 958920 192423
243486 193056 901666 193056
800222 193905 958345 193905
151781 194017 161510 194017
749085 194036 894191 194036
887777 194856 932645 194856
17227 195499 327023 195499
306524 196189 451262 196189
373042 197178 585405 197178
301514 197271 664853 197271
153307 197272 274484 197272
623408 197708 756052 197708
700354 197983 977118 197983
907281 198068 993622 198068
839222 199019 849627 199019
828091 199321 913549 199321
25627 200120 486805 200120
273392 200778 621369 200778
333453 201588 785938 201588
763715 201901 988930 201901
888008 202569 966914 202569
207983 202839 344715 202839
534434 203772 657484 203772
348287 203793 742283 203793
468632 204456 661679 204456
850020 205062 893402 205062
10539 205256 592317 205256
764345 205963 852696 205963
748878 206069 851613 206069
576357 206311 698759 206311
835397 206433 857943 206433
714451 207212 927511 207212
926454 207395 941520 207395
717222 207815 981507 207815
120978 207874 841844 207874
368882 208549 933553 208549
691099 209120 940258 209120
478820 210009 834680 210009
856062 210617 905059 210617
996529 210748 999272 210748
151901 211624 612412 211624
607651 212263 811109 212263
177242 212601 926670 212601
290579 212843 950526 212843
252689 213687 678302 213687
715104 213892 929646 213892
237860 214772 283353 214772
970871 215657 971284 215657
24042 215931 518613 215931
569501 216691 661915 216691
911319 217434 948437 217434
695568 218344 943710 218344
322447 218428 674572 218428
177845 218804 407186 218804
954948 219216 964522 219216
628725 220031 750884 220031
658142 220980 940196 220980
426705 221189 479301 221189
855067 221546 950689 221546
519100 221981 873126 221981
328550 222767 926754 222767
559838 222786 650653 222786
665529 223262 848421 223262
951920 223694 971458 223694
787985 224609 935784 224609
712000 225542 960056 225542
725073 225874 751845 225874
857432 226551 881144 226551
722889 226897 777979 226897
838205 227856 850521 227856
86828 228121 805474 228121
411725 229020 773228 229020
189803 229953 772964 229953
222625 230158 271877 230158
731408 230567 771492 230567
758116 230910 780355 230910
919993 231041 997593 231041
708890 231606 941724 231606
398386 231725 459635 231725
714488 231786 863847 231786
349382 231828 889963 231828
261789 232225 874643 232225
461764 232767 657957 232767
568616 233408 696858 233408
299483 234387 953900 234387
288627 234886 320063 234886
48081 234965 102895 234965
118096 235126 396004 235126
462447 235335 929502 235335
899141 235341 956790 235341
439726 235346 774334 235346
731616 236012 825717 236012
918040 236575 996546 236575
289987 237171 426301 237171
426029 237251 926613 237251
781493 237671 799905 237671
895620 238174 982925 238174
267797 238227 830582 238227
51053 238970 326920 238970
954976 239754 971542 239754
654310 239900 969046 239900
663778 240569 675053 240569
611518 240954 914516 240954
502600 241895 611103 241895
785899 242090 838774 242090
884010 242155 979033 242155
525724 242156 898767 242156
695426 242344 804074 242344
991524 243158 992474 243158
213178 244109 960910 244109
115656 244402 343933 244402
565432 244975 992850 244975
811492 245014 822002 245014
755300 245854 959904 245854
178159 246026 588665 246026
967226 246380 978415 246380
535256 246993 582270 246993
443136 247092 594810 247092
894389 247797 908629 247797
404845 248389 552498 248389
591875 249080 966135 249080
614595 250033 662507 250033
722829 250273 861360 250273
602795 250381 947392 250381
515315 251010 757254 251010
741262 251516 877685 251516
948113 251649 977828 251649
950958 252365 951323 252365
179553 252923 716998 252923
645182 253876 772590 253876
273077 254762 900256 254762
280469 255513 443040 255513
855783 255548 959310 255548
26298 255897 725860 255897
932241 256638 988535 256638
691584 257132 786649 257132
924009 257433 999190 257433
347369 258410 685621 258410
514953 258702 817287 258702
295446 259003 785776 259003
386585 259703 822756 259703
459032 260397 582056 260397
766082 261135 904801 261135
465109 261140 764078 261140
312618 261811 827403 261811
718849 262540 722728 262540
34317 262658 593402 262658
732462 263417 889943 263417
435385 263451 878599 263451
831605 264197 879062 264197
681018 264949 776908 264949
290842 265009 929800 265009
453717 265548 881590 265548
534941 265995 699399 265995
200182 266673 531364 266673
314573 267129 314807 267129
424837 267535 670647 267535
959829 267597 971265 267597
516510 268009 934014 268009
156679 268302 368256 268302
222590 269179 850711 269179
542579 269375 620314 269375
38789 269581 729788 269581
652748 270433 707978 270433
777659 271200 931477 271200
647218 271214 909596 271214
957970 271904 977246 271904
820904 272181 892128 272181
532972 272848 700351 272848
658597 273612 702566 273612
847438 273935 943892 273935
219816 274362 589190 274362
266483 274584 996517 274584
61827 275311 765793 275311
213093 275572 874085 275572
223112 275993 308609 275993
227049 276885 802445 276885
302706 277722 879570 277722
267747 278146 549112 278146
366297 278335 882473 278335
214365 279327 269264 279327
631464 279741 685412 279741
480718 280722 523566 280722
25180 281190 706061 281190
925281 281457 993179 281457
120013 282007 349403 282007
583423 282163 999365 282163
134711 282336 507528 282336
508096 282505 946979 282505
597183 283369 643195 283369
648180 284138 788393 284138
54247 284558 290824 284558
363655 285163 467643 285163
760687 285626 813183 285626
35224 286276 450654 286276
885873 286347 959826 286347
119335 287055 258130 287055
741386 287934 913525 287934
433155 287964 596681 287964
536703 288857 973346 288857
934429 289288 985846 289288
605141 290028 865942 290028
851909 290298 912741 290298
535509 291116 996515 291116
468166 291779 828991 291779
263395 292648 355611 292648
660519 293318 671890 293318
621007 293968 794794 293968
293873 294217 807042 294217
678494 294226 877104 294226
745847 294844 818398 294844
126156 295088 604239 295088
741033 295359 787745 295359
319869 295930 567734 295930
859970 296252 889037 296252
800665 296702 993644 296702
48999 297461 829922 297461
311048 297507 769578 297507
571495 298461 668334 298461
212545 298781 467335 298781
360554 299178 478506 299178
261414 299931 437568 299931
149146 300112 992476 300112
601047 300160 765640 300160
772531 300381 891162 300381
339292 300561 467345 300561
770391 301550 972247 301550
